courseID|courseURL|word
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|relacionados
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|centros
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|cuidadores
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|primaria
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|garantizan
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|manera
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|tratamiento
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|reciben
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|consigo
cuidado-adulto-mayor-formacion|https://educacionvirtual.javeriana.edu.co/cuidado-adulto-mayor-formacion|frecuentes
